	TAG	ID	KEGGID	EC	BIGG	KEGG	GENES	PATHWAY	FLUX
TCE0785_L	at	TCE0785_L	TCE0785	NA	cholate_L[e] + hco3_I[c] <==> cholate_I[c] + hco3_L[e]	E00695_L + C00288_I <==> C00695_I + E00288_L	ND	Transport	0.0
TCE0788_I	at	TCE0788_I	TCE0788	NA	dgsn_E[e] <==> dgsn_I[c]	E00330_E <==> C00330_I	ND	Transport	0.0
TCE0788_L	at	TCE0788_L	TCE0788	NA	dgsn_L[e] <==> dgsn_I[c]	E00330_L <==> C00330_I	ND	Transport	0.0
TCE0795_I	at	TCE0795_I	TCE0795	NA	tchola_E[e] <==> tchola_I[c]	E05122_E <==> C05122_I	ND	Transport	0.0
TCE0797_I	at	TCE0797_I	TCE0797	NA	ala-D_E[e] <==> ala-D_I[c]	E00133_E <==> C00133_I	ND	Transport	0.0
TCE0797_L	at	TCE0797_L	TCE0797	NA	ala-D_L[e] <==> ala-D_I[c]	E00133_L <==> C00133_I	ND	Transport	0.0
TCE0825_I	at	TCE0825_I	TCE0825	NA	peplys_E[e] <==> peplys_I[c]	E02188_E <==> C02188_I	ND	Transport	0.0
TCE1117_I	at	TCE1117_I	TCE1117	NA	asp-L_E[e] <==> asp-L_I[c]	E00049_E <==> C00049_I	ND	Transport	-0.211266169142
TCE1117_L	at	TCE1117_L	TCE1117	NA	asp-L_L[e] <==> asp-L_I[c]	E00049_L <==> C00049_I	ND	Transport	0.0
TCE1121_I	at	TCE1121_I	TCE1121	NA	akg_E[e] <==> akg_I[c]	E00026_E <==> C00026_I	ND	Transport	0.0
TCE1121_L	at	TCE1121_L	TCE1121	NA	akg_L[e] <==> akg_I[c]	E00026_L <==> C00026_I	ND	Transport	0.0
TCE1122_I	at	TCE1122_I	TCE1122	NA	gln-L_E[e] <==> gln-L_I[c]	E00064_E <==> C00064_I	ND	Transport	-0.230639656541
TCE1122_L	at	TCE1122_L	TCE1122	NA	gln-L_L[e] <==> gln-L_I[c]	E00064_L <==> C00064_I	ND	Transport	0.0
TCE1124_I	at	TCE1124_I	TCE1124	NA	sbt-D_E[e] <==> sbt-D_I[c]	E00794_E <==> C00794_I	ND	Transport	0.0
TCE1124_L	at	TCE1124_L	TCE1124	NA	sbt-D_L[e] <==> sbt-D_I[c]	E00794_L <==> C00794_I	ND	Transport	0.0
TCE1127_I	at	TCE1127_I	TCE1127	NA	so4_E[e] <==> so4_I[c]	E00059_E <==> C00059_I	ND	Transport	0.0
TCE1127_L	at	TCE1127_L	TCE1127	NA	so4_L[e] --> so4_I[c]	E00059_L --> C00059_I	ND	Transport	-0.0
TCE1130_I	at	TCE1130_I	TCE1130	NA	melib_E[e] <==> melib_I[c]	E05402_E <==> C05402_I	ND	Transport	0.0
TCE1130_L	at	TCE1130_L	TCE1130	NA	melib_L[e] --> melib_I[c]	E05402_L --> C05402_I	ND	Transport	0.0
TCE1132_I	at	TCE1132_I	TCE1132	NA	atp_I[c] + h2o_I[c] --> adp_I[c] + h_E[e] + pi_I[c]	C00002_I + C00001_I --> C00008_I + E00080_E + C00009_I	ND	Transport	-0.0
TCE1133_I	at	TCE1133_I	TCE1133	NA	pap_E[e] <==> pap_I[c]	E00054_E <==> C00054_I	ND	Transport	0.0
TCE1133_L	at	TCE1133_L	TCE1133	NA	pap_L[e] <==> pap_I[c]	E00054_L <==> C00054_I	ND	Transport	0.0
TCE1137_I	at	TCE1137_I	TCE1137	NA	ser-L_E[e] <==> ser-L_I[c]	E00065_E <==> C00065_I	ND	Transport	0.0
TCE1137_L	at	TCE1137_L	TCE1137	NA	ser-L_L[e] <==> ser-L_I[c]	E00065_L <==> C00065_I	ND	Transport	0.0
TCE1143_I	at	TCE1143_I	TCE1143	NA	k_E[e] <==> k_I[c]	E00238_E <==> C00238_I	ND	Transport	0.0
TCE1143_L	at	TCE1143_L	TCE1143	NA	k_L[e] <==> k_I[c]	E00238_L <==> C00238_I	ND	Transport	0.0
TCE1148_I	at	TCE1148_I	TCE1148	NA	gthox_E[e] <==> gthox_I[c]	E00127_E <==> C00127_I	ND	Transport	0.0
TCE1148_L	at	TCE1148_L	TCE1148	NA	gthox_L[e] --> gthox_I[c]	E00127_L --> C00127_I	ND	Transport	0.0
TCE1150_I	at	TCE1150_I	TCE1150	NA	pepd_E[e] <==> pepd_I[c]	E00012_E <==> C00012_I	ND	Transport	0.0
TCE1154_I	at	TCE1154_I	TCE1154	NA	cit_E[e] <==> cit_I[c]	E00158_E <==> C00158_I	ND	Transport	0.0
TCE1154_L	at	TCE1154_L	TCE1154	NA	cit_L[e] <==> cit_I[c]	E00158_L <==> C00158_I	ND	Transport	0.0
TCE1156_I	at	TCE1156_I	TCE1156	NA	sucr_E[e] <==> sucr_I[c]	E00089_E <==> C00089_I	ND	Transport	0.0
TCE1156_L	at	TCE1156_L	TCE1156	NA	sucr_L[e] --> sucr_I[c]	E00089_L --> C00089_I	ND	Transport	0.0
TCE1157_I	at	TCE1157_I	TCE1157	NA	dttp_E[e] <==> dttp_I[c]	E00459_E <==> C00459_I	ND	Transport	0.0
TCE1157_L	at	TCE1157_L	TCE1157	NA	dttp_L[e] <==> dttp_I[c]	E00459_L <==> C00459_I	ND	Transport	0.0
TCE1158_I	at	TCE1158_I	TCE1158	NA	nmn_E[e] <==> nmn_I[c]	E00455_E <==> C00455_I	ND	Transport	0.0
TCE1158_L	at	TCE1158_L	TCE1158	NA	nmn_L[e] --> nmn_I[c]	E00455_L --> C00455_I	ND	Transport	0.0
TCE1159_I	at	TCE1159_I	TCE1159	NA	succ_E[e] <==> succ_I[c]	E00042_E <==> C00042_I	ND	Transport	-0.326288468634
TCE1159_L	at	TCE1159_L	TCE1159	NA	succ_L[e] <==> succ_I[c]	E00042_L <==> C00042_I	ND	Transport	0.0
TCE1161_I	at	TCE1161_I	TCE1161	NA	mal-L_E[e] <==> mal-L_I[c]	E00149_E <==> C00149_I	ND	Transport	0.0
TCE1161_L	at	TCE1161_L	TCE1161	NA	mal-L_L[e] <==> mal-L_I[c]	E00149_L <==> C00149_I	ND	Transport	0.0
TCE1164_I	at	TCE1164_I	TCE1164	NA	glu-L_E[e] <==> glu-L_I[c]	E00025_E <==> C00025_I	ND	Transport	-0.00318148245594
TCE1164_L	at	TCE1164_L	TCE1164	NA	glu-L_L[e] <==> glu-L_I[c]	E00025_L <==> C00025_I	ND	Transport	0.0
TCE1169_I	at	TCE1169_I	TCE1169	NA	pnto-R_E[e] <==> pnto-R_I[c]	E00864_E <==> C00864_I	ND	Transport	-0.00231394251477
TCE1169_L	at	TCE1169_L	TCE1169	NA	pnto-R_L[e] <==> pnto-R_I[c]	E00864_L <==> C00864_I	ND	Transport	0.00231394251477
TCE1179_I	at	TCE1179_I	TCE1179	NA	abt_E[e] <==> abt_I[c]	E00532_E <==> C00532_I	ND	Transport	0.0
TCE1179_L	at	TCE1179_L	TCE1179	NA	abt_L[e] <==> abt_I[c]	E00532_L <==> C00532_I	ND	Transport	0.0
TCE1182_I	at	TCE1182_I	TCE1182	NA	pi_E[e] <==> pi_I[c]	E00009_E <==> C00009_I	ND	Transport	-0.058929376419
TCE1182_L	at	TCE1182_L	TCE1182	NA	pi_L[e] <==> pi_I[c]	E00009_L <==> C00009_I	ND	Transport	0.00194667032201
TCE1184_I	at	TCE1184_I	TCE1184	NA	lys-L_E[e] <==> lys-L_I[c]	E00047_E <==> C00047_I	ND	Transport	-0.33026487155
TCE1184_L	at	TCE1184_L	TCE1184	NA	lys-L_L[e] <==> lys-L_I[c]	E00047_L <==> C00047_I	ND	Transport	0.0
TCE1185_I	at	TCE1185_I	TCE1185	NA	xan_E[e] <==> xan_I[c]	E00385_E <==> C00385_I	ND	Transport	0.0
TCE1185_L	at	TCE1185_L	TCE1185	NA	xan_L[e] <==> xan_I[c]	E00385_L <==> C00385_I	ND	Transport	0.0
TCE1186_I	at	TCE1186_I	TCE1186	NA	fum_E[e] <==> fum_I[c]	E00122_E <==> C00122_I	ND	Transport	0.0
TCE1186_L	at	TCE1186_L	TCE1186	NA	fum_L[e] <==> fum_I[c]	E00122_L <==> C00122_I	ND	Transport	0.0
TCE1189_I	at	TCE1189_I	TCE1189	NA	his-L_E[e] <==> his-L_I[c]	E00135_E <==> C00135_I	ND	Transport	-0.0830299013538
TCE1189_L	at	TCE1189_L	TCE1189	NA	his-L_L[e] <==> his-L_I[c]	E00135_L <==> C00135_I	ND	Transport	0.0
TCE1194_I	at	TCE1194_I	TCE1194	NA	thr-L_E[e] <==> thr-L_I[c]	E00188_E <==> C00188_I	ND	Transport	-0.125785216578
TCE1194_L	at	TCE1194_L	TCE1194	NA	thr-L_L[e] <==> thr-L_I[c]	E00188_L <==> C00188_I	ND	Transport	0.0
TCE1197_I	at	TCE1197_I	TCE1197	NA	orn_E[e] <==> orn_I[c]	E00077_E <==> C00077_I	ND	Transport	-0.0156690357951
TCE1197_L	at	TCE1197_L	TCE1197	NA	orn_L[e] <==> orn_I[c]	E00077_L <==> C00077_I	ND	Transport	0.0
TCE1202_I	at	TCE1202_I	TCE1202	NA	for_E[e] <==> for_I[c]	E00058_E <==> C00058_I	ND	Transport	-0.19192822432
TCE1202_L	at	TCE1202_L	TCE1202	NA	for_L[e] <==> for_I[c]	E00058_L <==> C00058_I	ND	Transport	0.0
TCE1204_I	at	TCE1204_I	TCE1204	NA	gcald_E[e] <==> gcald_I[c]	E00266_E <==> C00266_I	ND	Transport	0.0
TCE1204_L	at	TCE1204_L	TCE1204	NA	gcald_L[e] <==> gcald_I[c]	E00266_L <==> C00266_I	ND	Transport	0.0
TCE1206_I	at	TCE1206_I	TCE1206	NA	gam6p_E[e] <==> gam6p_I[c]	E00352_E <==> C00352_I	ND	Transport	0.0
TCE1206_L	at	TCE1206_L	TCE1206	NA	gam6p_L[e] <==> gam6p_I[c]	E00352_L <==> C00352_I	ND	Transport	0.0
TCE1208_I	at	TCE1208_I	TCE1208	NA	arg-L_E[e] <==> arg-L_I[c]	E00062_E <==> C00062_I	ND	Transport	-0.243569131905
TCE1208_L	at	TCE1208_L	TCE1208	NA	arg-L_L[e] <==> arg-L_I[c]	E00062_L <==> C00062_I	ND	Transport	0.0
TCE1211_I	at	TCE1211_I	TCE1211	NA	asn-L_E[e] <==> asn-L_I[c]	E00152_E <==> C00152_I	ND	Transport	-0.211266169142
TCE1211_L	at	TCE1211_L	TCE1211	NA	asn-L_L[e] <==> asn-L_I[c]	E00152_L <==> C00152_I	ND	Transport	0.0
TCE1297_I	at	TCE1297_I	TCE1297	NA	ala-L_E[e] <==> ala-L_I[c]	E00041_E <==> C00041_I	ND	Transport	-0.372286735101
TCE1297_L	at	TCE1297_L	TCE1297	NA	ala-L_L[e] <==> ala-L_I[c]	E00041_L <==> C00041_I	ND	Transport	0.0
TCE1298_I	at	TCE1298_I	TCE1298	NA	xyl-D_E[e] <==> xyl-D_I[c]	E00181_E <==> C00181_I	ND	Transport	0.0
TCE1298_L	at	TCE1298_L	TCE1298	NA	xyl-D_L[e] <==> xyl-D_I[c]	E00181_L <==> C00181_I	ND	Transport	0.0
TCE1300_I	at	TCE1300_I	TCE1300	NA	etoh_E[e] <==> etoh_I[c]	E00469_E <==> C00469_I	ND	Transport	0.0
TCE1300_L	at	TCE1300_L	TCE1300	NA	etoh_L[e] <==> etoh_I[c]	E00469_L <==> C00469_I	ND	Transport	0.0
TCE1301_I	at	TCE1301_I	TCE1301	NA	o2_E[e] <==> o2_I[c]	E00007_E <==> C00007_I	ND	Transport	3.66989176189
TCE1302_I	at	TCE1302_I	TCE1302	NA	acald_E[e] <==> acald_I[c]	E00084_E <==> C00084_I	ND	Transport	0.0
TCE1302_L	at	TCE1302_L	TCE1302	NA	acald_L[e] <==> acald_I[c]	E00084_L <==> C00084_I	ND	Transport	0.0
TCE1303_I	at	TCE1303_I	TCE1303	NA	pro-L_E[e] <==> pro-L_I[c]	E00148_E <==> C00148_I	ND	Transport	-0.193734873988
TCE1303_L	at	TCE1303_L	TCE1303	NA	pro-L_L[e] <==> pro-L_I[c]	E00148_L <==> C00148_I	ND	Transport	0.0
TCE1304_I	at	TCE1304_I	TCE1304	NA	lac-L_E[e] <==> lac-L_I[c]	E00186_E <==> C00186_I	ND	Transport	0.0
TCE1304_L	at	TCE1304_L	TCE1304	NA	lac-L_L[e] <==> lac-L_I[c]	E00186_L <==> C00186_I	ND	Transport	0.0
TCE1305_I	at	TCE1305_I	TCE1305	NA	xylt_E[e] <==> xylt_I[c]	E00379_E <==> C00379_I	ND	Transport	0.0
TCE1305_L	at	TCE1305_L	TCE1305	NA	xylt_L[e] <==> xylt_I[c]	E00379_L <==> C00379_I	ND	Transport	0.0
TCE1306_I	at	TCE1306_I	TCE1306	NA	gly_E[e] <==> gly_I[c]	E00037_E <==> C00037_I	ND	Transport	-0.146337481479
TCE1306_L	at	TCE1306_L	TCE1306	NA	gly_L[e] <==> gly_I[c]	E00037_L <==> C00037_I	ND	Transport	0.0
TCE1307_I	at	TCE1307_I	TCE1307	NA	crn_E[e] <==> crn_I[c]	E00318_E <==> C00318_I	ND	Transport	0.0
TCE1307_L	at	TCE1307_L	TCE1307	NA	crn_L[e] <==> crn_I[c]	E00318_L <==> C00318_I	ND	Transport	0.0
TCE1308_I	at	TCE1308_I	TCE1308	NA	glyc_I[c] <==> glyc_E[e]	C00116_I <==> E00116_E	ND	Transport	-0.0121708118384
TCE1308_L	at	TCE1308_L	TCE1308	NA	glyc_I[c] <==> glyc_L[e]	C00116_I <==> E00116_L	ND	Transport	0.0
TCE1309_I	at	TCE1309_I	TCE1309	NA	arab-L_E[e] <==> arab-L_I[c]	E00259_E <==> C00259_I	ND	Transport	0.0
TCE1309_L	at	TCE1309_L	TCE1309	NA	arab-L_L[e] <==> arab-L_I[c]	E00259_L <==> C00259_I	ND	Transport	0.0
TCE1310_I	at	TCE1310_I	TCE1310	NA	co2_E[e] <==> co2_I[c]	E00011_E <==> C00011_I	ND	Transport	-3.43385127729
TCE1310_L	at	TCE1310_L	TCE1310	NA	co2_L[e] <==> co2_I[c]	E00011_L <==> C00011_I	ND	Transport	0.000829211247947
TCE1311_I	at	TCE1311_I	TCE1311	NA	ac_E[e] <==> ac_I[c]	E00033_E <==> C00033_I	ND	Transport	0.0580880603494
TCE1311_L	at	TCE1311_L	TCE1311	NA	ac_L[e] <==> ac_I[c]	E00033_L <==> C00033_I	ND	Transport	0.0
TCE1312_I	at	TCE1312_I	TCE1312	NA	h2o_E[e] <==> h2o_I[c]	E00001_E <==> C00001_I	ND	Transport	2.82868121168
TCE1312_L	at	TCE1312_L	TCE1312	NA	h2o_L[e] <==> h2o_I[c]	E00001_L <==> C00001_I	ND	Transport	-0.00111745907418
TCE2000_I	at	TCE2000_I	TCE2000	NA	atp_I[c] + h2o_I[c] + pe_E[e] --> adp_I[c] + h_I[c] + pe_I[c] + pi_I[c]	C00002_I + C00001_I + E00350_E --> C00008_I + C00080_I + C00350_I + C00009_I	ND	Transport	-0.0
TCE2001_I	at	TCE2001_I	TCE2001	NA	pepX_E[e] <==> pepX_I[c]	EC0152_E <==> CC0152_I	ND	Transport	0.0
TCE2003_I	at	TCE2003_I	TCE2003	NA	Nlys_E[e] <==> Nlys_I[c]	E02415_E <==> C02415_I	ND	Transport	0.0
TCE2005_I	at	TCE2005_I	TCE2005	NA	atp_I[c] + h2o_I[c] + ps_E[e] --> adp_I[c] + h_I[c] + pi_I[c] + ps_I[c]	C00002_I + C00001_I + E02737_E --> C00008_I + C00080_I + C00009_I + C02737_I	ND	Transport	-0.0
TCE5004_I	t	TCE5004_I	TCE5004	NA	atp_I[c] + cbl1_E[e] + h2o_I[c] --> adp_I[c] + cbl1_I[c] + h_I[c] + pi_I[c]	C00002_I + E00853_E + C00001_I --> C00008_I + C00853_I + C00080_I + C00009_I	TBD	Vitamin B12 metabolism	-0.0
TCE5004_L	t	TCE5004_L	TCE5004	NA	atp_I[c] + cbl1_L[e] + h2o_I[c] --> adp_I[c] + cbl1_I[c] + h_I[c] + pi_I[c]	C00002_I + E00853_L + C00001_I --> C00008_I + C00853_I + C00080_I + C00009_I	TBD	Vitamin B12 metabolism	0.000463439912892
TCE5005_I	t	TCE5005_I	TCE5005	NA	adocbl_E[e] + atp_I[c] + h2o_I[c] --> adocbl_I[c] + adp_I[c] + h_I[c] + pi_I[c]	E00194_E + C00002_I + C00001_I --> C00194_I + C00008_I + C00080_I + C00009_I	ND	Vitamin B12 metabolism	-0.0
TCE5005_L	t	TCE5005_L	TCE5005	NA	adocbl_L[e] + atp_I[c] + h2o_I[c] --> adocbl_I[c] + adp_I[c] + h_I[c] + pi_I[c]	E00194_L + C00002_I + C00001_I --> C00194_I + C00008_I + C00080_I + C00009_I	ND	Vitamin B12 metabolism	0.000215578108756
TCE5006_I	t	TCE5006_I	TCE5006	NA	pheme_E[e] <==> pheme_I[c]	E00032_E <==> C00032_I	hrg-1_I | hrg-4_I	Iron metabolism	-0.000215578108737
TCE5006_L	t	TCE5006_L	TCE5006	NA	pheme_L[e] --> pheme_I[c]	E00032_L --> C00032_I	hrg-1_I | hrg-4_I	Iron metabolism	0.000215578108756
TCE5007_I	t	TCE5007_I	TCE5007	NA	cyanala_E[e] <==> cyanala_I[c]	E02512_E <==> C02512_I	ND	Cyanoamino acid metabolism	0.0
TCE5007_L	t	TCE5007_L	TCE5007	NA	cyanala_L[e] <==> cyanala_I[c]	E02512_L <==> C02512_I	ND	Cyanoamino acid metabolism	0.0
TCE5008_I	t	TCE5008_I	TCE5008	NA	acser_E[e] <==> acser_I[c]	E00979_E <==> C00979_I	ND	Cysteine and methionine metabolism	0.0
TCE5008_L	t	TCE5008_L	TCE5008	NA	acser_L[e] --> acser_I[c]	E00979_L --> C00979_I	ND	Cysteine and methionine metabolism	0.000215578108756
TCE5016_I	t	TCE5016_I	TCE5016	NA	glcn_E[e] <==> glcn_I[c]	E00257_E <==> C00257_I	ND	Transport	0.0
TCE5016_L	t	TCE5016_L	TCE5016	NA	glcn_L[e] <==> glcn_I[c]	E00257_L <==> C00257_I	ND	Transport	0.0
TCE5017_I	t	TCE5017_I	TCE5017	NA	thm_E[e] <==> thm_I[c]	E00378_E <==> C00378_I	TBD	Transport	-0.00351631477531
TCE5017_L	t	TCE5017_L	TCE5017	NA	thm_L[e] <==> thm_I[c]	E00378_L <==> C00378_I	TBD	Transport	0.00351631477531
TCE5019_I	t	TCE5019_I	TCE5019	3.6.3.9	atp_I[c] + h2o_I[c] + (2) k_E[e] + (3) na1_I[c] --> adp_I[c] + h_I[c] + (2) k_I[c] + (3) na1_E[e] + pi_I[c]	C00002_I + C00001_I + (2) E00238_E + (3) C01330_I --> C00008_I + C00080_I + (2) C00238_I + (3) E01330_E + C00009_I	(eat-6_I | catp-4_I | catp-3_I | catp-2_I | catp-1_I) & (nkb-1_I | nkb-2_I | nkb-3_I)	Transport	-0.0
TCE5019_L	t	TCE5019_L	TCE5019	3.6.3.9	atp_I[c] + h2o_I[c] + (2) k_L[e] + (3) na1_I[c] --> adp_I[c] + h_I[c] + (2) k_I[c] + (3) na1_L[e] + pi_I[c]	C00002_I + C00001_I + (2) E00238_L + (3) C01330_I --> C00008_I + C00080_I + (2) C00238_I + (3) E01330_L + C00009_I	(eat-6_I | catp-4_I | catp-3_I | catp-2_I | catp-1_I) & (nkb-1_I | nkb-2_I | nkb-3_I)	Transport	-0.0
TCE5020_I	t	TCE5020_I	TCE5020	NA	ribflv_E[e] <==> ribflv_I[c]	E00255_E <==> C00255_I	rft-1_I | rft-2_I	Transport	-0.000477505510844
TCE5020_L	t	TCE5020_L	TCE5020	NA	ribflv_L[e] --> ribflv_I[c]	E00255_L --> C00255_I	rft-1_I | rft-2_I	Transport	0.000477505510893
TCE5021_I	t	TCE5021_I	TCE5021	NA	2hglut_I[c] <==> 2hglut_E[e]	C02630_I <==> E02630_E	TBD	Transport	-0.00999999999999
TCE5021_L	t	TCE5021_L	TCE5021	NA	2hglut_I[c] <==> 2hglut_L[e]	C02630_I <==> E02630_L	TBD	Transport	0.0
TCE5022_I	t	TCE5022_I	TCE5022	NA	sedh_I[c] <==> sedh_E[e]	C02076_I <==> E02076_E	ND	Transport	0.0
TCE5022_L	t	TCE5022_L	TCE5022	NA	sedh_I[c] <==> sedh_L[e]	C02076_I <==> E02076_L	ND	Transport	0.0
TCE5023_I	t	TCE5023_I	TCE5023	NA	atp_I[c] + h2o_I[c] + mobd_E[e] --> adp_I[c] + h_I[c] + mobd_I[c] + pi_I[c]	C00002_I + C00001_I + E06232_E --> C00008_I + C00080_I + C06232_I + C00009_I	ND	Transport	-0.0
TCE5023_L	t	TCE5023_L	TCE5023	NA	atp_I[c] + h2o_I[c] + mobd_L[e] --> adp_I[c] + h_I[c] + mobd_I[c] + pi_I[c]	C00002_I + C00001_I + E06232_L --> C00008_I + C00080_I + C06232_I + C00009_I	ND	Transport	0.00673681589861
TCE5024_I	t	TCE5024_I	TCE5024	NA	caro_I[c] <==> caro_E[e]	C02094_I <==> E02094_E	ND	Transport	0.0
TCE5024_L	t	TCE5024_L	TCE5024	NA	caro_I[c] <==> caro_L[e]	C02094_I <==> E02094_L	ND	Transport	0.0
TCE5031_I	t	TCE5031_I	TCE5031	NA	acorn_E[e] <==> acorn_I[c]	E00437_E <==> C00437_I	ND	Transport	-0.00433096420488
TCE5031_L	t	TCE5031_L	TCE5031	NA	acorn_L[e] <==> acorn_I[c]	E00437_L <==> C00437_I	ND	Transport	0.00433096420488
TCE5035_I	t	TCE5035_I	TCE5035	NA	ppa_E[e] <==> ppa_I[c]	E00163_E <==> C00163_I	ND	Transport	0.0
TCE5035_L	t	TCE5035_L	TCE5035	NA	ppa_L[e] <==> ppa_I[c]	E00163_L <==> C00163_I	ND	Transport	0.0
TCE5036_I	t	TCE5036_I	TCE5036	NA	oh1_I[c] <==> oh1_E[e]	C01328_I <==> E01328_E	NA	Transport	0.0
TCE5036_L	t	TCE5036_L	TCE5036	NA	oh1_I[c] <==> oh1_L[e]	C01328_I <==> E01328_L	NA	Transport	0.0
TCE5038_I	t	TCE5038_I	TCE5038	NA	clb_I[c] <==> clb_E[e]	C00185_I <==> E00185_E	ND	Transport	0.0
TCE5038_L	t	TCE5038_L	TCE5038	NA	clb_I[c] <==> clb_L[e]	C00185_I <==> E00185_L	ND	Transport	0.0
TCE5040_I	t	TCE5040_I	TCE5040	NA	7a3o4chlstnt_E[e] <==> 7a3o4chlstnt_I[c]	E17337_E <==> C17337_I	ND	Transport	0.0
TCE5041_I	t	TCE5041_I	TCE5041	NA	lcts_E[e] <==> lcts_I[c]	E00243_E <==> C00243_I	ND	Transport	0.0
TCE5041_L	t	TCE5041_L	TCE5041	NA	lcts_L[e] <==> lcts_I[c]	E00243_L <==> C00243_I	ND	Transport	0.0
TCE5042_I	t	TCE5042_I	TCE5042	NA	glcur_E[e] <==> glcur_I[c]	E00191_E <==> C00191_I	ND	Transport	0.0
TCE5042_L	t	TCE5042_L	TCE5042	NA	glcur_L[e] <==> glcur_I[c]	E00191_L <==> C00191_I	ND	Transport	0.0
TCE5043_I	t	TCE5043_I	TCE5043	NA	glcr_E[e] <==> glcr_I[c]	E00818_E <==> C00818_I	ND	Transport	0.0
TCE5043_L	t	TCE5043_L	TCE5043	NA	glcr_L[e] <==> glcr_I[c]	E00818_L <==> C00818_I	ND	Transport	0.0
TCE5045_I	t	TCE5045_I	TCE5045	NA	glyclt_E[e] <==> glyclt_I[c]	E00160_E <==> C00160_I	ND	Transport	0.0
TCE5045_L	t	TCE5045_L	TCE5045	NA	glyclt_L[e] <==> glyclt_I[c]	E00160_L <==> C00160_I	ND	Transport	0.0
TCE5046_I	t	TCE5046_I	TCE5046	NA	tma_E[e] <==> tma_I[c]	E00565_E <==> C00565_I	ND	Transport	-0.000215578108737
TCE5046_L	t	TCE5046_L	TCE5046	NA	tma_L[e] <==> tma_I[c]	E00565_L <==> C00565_I	ND	Transport	0.000215578108737
TCE5063_I	t	TCE5063_I	TCE5063	NA	12ppd-R_E[e] <==> 12ppd-R_I[c]	E00583_E <==> C00583_I	ND	Transport	0.0
TCE5063_L	t	TCE5063_L	TCE5063	NA	12ppd-R_L[e] <==> 12ppd-R_I[c]	E00583_L <==> C00583_I	ND	Transport	0.0
TCE5066_I	t	TCE5066_I	TCE5066	NA	selnt_I[c] <==> selnt_E[e]	C05684_I <==> E05684_E	TBD	Transport	-0.000215578108737
TCE5066_L	t	TCE5066_L	TCE5066	NA	selnt_I[c] <==> selnt_L[e]	C05684_I <==> E05684_L	TBD	Transport	0.0
TCE5069_I	t	TCE5069_I	TCE5069	NA	selcys_I[c] <==> selcys_E[e]	C05688_I <==> E05688_E	ND	Transport	0.000431156217473
TCE5069_L	t	TCE5069_L	TCE5069	NA	selcys_I[c] <==> selcys_L[e]	C05688_I <==> E05688_L	ND	Transport	-0.000215578108737
TCE5070_I	t	TCE5070_I	TCE5070	NA	fmn_E[e] <==> fmn_I[c]	E00061_E <==> C00061_I	ND	Transport	-0.00700993163161
TCE5070_L	t	TCE5070_L	TCE5070	NA	fmn_L[e] --> fmn_I[c]	E00061_L --> C00061_I	ND	Transport	0.00700993163156
TCE5071_I	t	TCE5071_I	TCE5071	NA	athr-L_I[c] <==> athr-L_E[e]	C05519_I <==> E05519_E	ND	Transport	0.0
TCE5071_L	t	TCE5071_L	TCE5071	NA	athr-L_I[c] <==> athr-L_L[e]	C05519_I <==> E05519_L	ND	Transport	0.0
TCE5072_I	t	TCE5072_I	TCE5072	NA	selmeth_E[e] <==> selmeth_I[c]	E05335_E <==> C05335_I	ND	Transport	0.0
TCE5072_L	t	TCE5072_L	TCE5072	NA	selmeth_L[e] <==> selmeth_I[c]	E05335_L <==> C05335_I	ND	Transport	0.0
TCE5073_I	t	TCE5073_I	TCE5073	NA	lpglyc_E[e] <==> lpglyc_I[c]	E18126_E <==> C18126_I	ND	Transport	-0.00999999999999
TCE5074_I	t	TCE5074_I	TCE5074	NA	acg3ps_E[e] <==> acg3ps_I[c]	E18125_E <==> C18125_I	ND	Transport	0.0
TCE5075_I	t	TCE5075_I	TCE5075	NA	2hyoxplac_I[c] <==> 2hyoxplac_E[e]	C05852_I <==> E05852_E	ND	Transport	0.0
TCE5075_L	t	TCE5075_L	TCE5075	NA	2hyoxplac_I[c] <==> 2hyoxplac_L[e]	C05852_I <==> E05852_L	ND	Transport	0.0
TCE5076_I	t	TCE5076_I	TCE5076	NA	peamn_I[c] --> peamn_E[e]	C05332_I --> E05332_E	ND	Transport	0.0
TCE5077_I	t	TCE5077_I	TCE5077	NA	pad_I[c] --> pad_E[e]	C02505_I --> E02505_E	ND	Transport	-0.0
TCE5078_I	t	TCE5078_I	TCE5078	NA	enphpyr_I[c] --> enphpyr_E[e]	C02763_I --> E02763_E	ND	Transport	0.0
TCE5079_I	t	TCE5079_I	TCE5079	NA	q8_I[c] <==> q8_E[e]	CC0013_I <==> EC0013_E	TBD	Transport	0.000215578108737
TCE5079_L	t	TCE5079_L	TCE5079	NA	q8_I[c] <==> q8_L[e]	CC0013_I <==> EC0013_L	TBD	Transport	-0.000215578108737
TCE5080_I	t	TCE5080_I	TCE5080	NA	acgam_I[c] <==> acgam_E[e]	C00140_I <==> E00140_E	TBD	Transport	0.0699282330802
TCE5080_L	t	TCE5080_L	TCE5080	NA	acgam_I[c] <==> acgam_L[e]	C00140_I <==> E00140_L	TBD	Transport	-0.0109094142462
TCE5082_I	t	TCE5082_I	TCE5082	NA	tre_I[c] <==> tre_E[e]	C01083_I <==> E01083_E	TBD	Transport	0.0
TCE5083_I	t	TCE5083_I	TCE5083	NA	xanate_I[c] <==> xanate_E[e]	C02470_I <==> E02470_E	ND	Transport	0.0
