	TAG	ID	KEGGID	EC	BIGG	KEGG	GENES	PATHWAY
TCE5385	t	TCE5385	TCE5385	NA	paf[e] --> paf[c]	E04598 --> C04598	ND	Transport
TCE5386	t	TCE5386	TCE5386	NA	lpchol[e] <==> lpchol[c]	E04230 <==> C04230	ND	Transport
TCE5387	t	TCE5387	TCE5387	NA	ak2lgchol[c] + atp[c] + h2o[c] --> adp[c] + ak2lgchol[e] + h[c] + pi[c]	C04317 + C00002 + C00001 --> C00008 + E04317 + C00080 + C00009	ND	Transport
TCE5388	t	TCE5388	TCE5388	NA	ak2lgchol[e] --> ak2lgchol[c]	E04317 --> C04317	ND	Transport
TCE5389	t	TCE5389	TCE5389	NA	prostgh2[e] <==> prostgh2[c]	E00427 <==> C00427	ND	Transport
TCE5390	t	TCE5390	TCE5390	NA	atp[c] + h2o[c] + leuktrB4woh[c] --> adp[c] + h[c] + leuktrB4woh[e] + pi[c]	C00002 + C00001 + C04853 --> C00008 + C00080 + E04853 + C00009	ND	Transport
TCE5391	t	TCE5391	TCE5391	NA	mag[e] <==> mag[c]	E01885 <==> C01885	ND	Transport
TCE5392	t	TCE5392	TCE5392	NA	leuktrB4[e] <==> leuktrB4[c]	E02165 <==> C02165	ND	Transport
TCE5393	t	TCE5393	TCE5393	NA	5HPET[c] <==> 5HPET[e]	C05356 <==> E05356	ND	Transport
TCE5394	t	TCE5394	TCE5394	NA	leuktrA4[e] <==> leuktrA4[c]	E00909 <==> C00909	ND	Transport
TCE5395	t	TCE5395	TCE5395	NA	Rtotal2[e] <==> Rtotal2[c]	EC0001 <==> CC0001	ND	Transport
TCE5396	t	TCE5396	TCE5396	NA	Rtotal[e] <==> Rtotal[c]	E00162 <==> C00162	ND	Transport
TCE5397	t	TCE5397	TCE5397	NA	atp[c] + glucys[c] + h2o[c] --> adp[c] + glucys[e] + h[c] + pi[c]	C00002 + C00669 + C00001 --> C00008 + E00669 + C00080 + C00009	ND	Transport
TCE5398	t	TCE5398	TCE5398	NA	sphgn_ce[e] <==> sphgn_ce[c]	EC0207 <==> CC0207	ND	Transport
TCE5399	t	TCE5399	TCE5399	NA	sphings_ce[c] <==> sphings_ce[e]	CC0211 <==> EC0211	ND	Transport
TCE5400	t	TCE5400	TCE5400	NA	sphmyln_ce[c] --> sphmyln_ce[e]	CC0201 --> EC0201	ND	Transport
TCE5401	t	TCE5401	TCE5401	NA	atp[c] + h2o[c] + sphmyln_ce[e] --> adp[c] + h[c] + pi[c] + sphmyln_ce[c]	C00002 + C00001 + EC0201 --> C00008 + C00080 + C00009 + CC0201	ND	Transport
TCE5109	t	TCE5109	TCE5109	NA	gbside_ce[c] <==> gbside_ce[e]	CC0216 <==> EC0216	ND	Transport
EX00314	e	EX00314	EX00314	NA	pydxn[e] -->	E00314 -->	NA	Exchange with the environment
EX00250	e	EX00250	EX00250	NA	pydx[e] -->	E00250 -->	NA	Exchange with the environment
EX00534	e	EX00534	EX00534	NA	pydam[e] -->	E00534 -->	NA	Exchange with the environment
EX00853	e	EX00853	EX00853	NA	cbl1[e] -->	E00853 -->	NA	Exchange with the environment
EX00194	e	EX00194	EX00194	NA	adocbl[e] -->	E00194 -->	NA	Exchange with the environment
EX02512	e	EX02512	EX02512	NA	cyanala[e] -->	E02512 -->	NA	Exchange with the environment
EX00257	e	EX00257	EX00257	NA	glcn[e] -->	E00257 -->	NA	Exchange with the environment
EX02630	e	EX02630	EX02630	NA	2hglut[e] -->	E02630 -->	NA	Exchange with the environment
EX00378	e	EX00378	EX00378	NA	thm[e] -->	E00378 -->	NA	Exchange with the environment
EX00255	e	EX00255	EX00255	NA	ribflv[e] -->	E00255 -->	NA	Exchange with the environment
EX02076	e	EX02076	EX02076	NA	sedh[e] -->	E02076 -->	NA	Exchange with the environment
EX00864	e	EX00864	EX00864	NA	pnto-R[e] -->	E00864 -->	NA	Exchange with the environment
EXC0050	e	EXC0050	EXC0050	NA	BAC[e] -->	EC0050 -->	NA	Bacterial digestion
EX00020	e	EX00020	EX00020	NA	amp[e] -->	E00020 -->	NA	Exchange with the environment
EX00140	e	EX00140	EX00140	NA	acgam[e] -->	E00140 -->	NA	Exchange with the environment
TCE1189	at	TCE1189	TCE1189	NA	his-L[e] <==> his-L[c]	E00135 <==> C00135	ND	Transport
TCE1182	at	TCE1182	TCE1182	NA	pi[e] <==> pi[c]	E00009 <==> C00009	ND	Transport
TCE1186	at	TCE1186	TCE1186	NA	fum[e] <==> fum[c]	E00122 <==> C00122	ND	Transport
TCE1184	at	TCE1184	TCE1184	NA	lys-L[e] <==> lys-L[c]	E00047 <==> C00047	ND	Transport
TCE1185	at	TCE1185	TCE1185	NA	xan[e] <==> xan[c]	E00385 <==> C00385	ND	Transport
TCM0215	at	TCM0215	TCM0215	NA	adp[m] + dadp[c] --> adp[c] + dadp[m]	M00008 + C00206 --> C00008 + M00206	ND	Transport
TCM0214	at	TCM0214	TCM0214	NA	adp[m] + datp[c] --> adp[c] + datp[m]	M00008 + C00131 --> C00008 + M00131	ND	Transport
TCM0217	at	TCM0217	TCM0217	NA	mal-L[c] + so3[m] <==> mal-L[m] + so3[c]	C00149 + M00094 <==> M00149 + C00094	ND	Transport
TCM0216	at	TCM0216	TCM0216	NA	atp[m] + datp[c] --> atp[c] + datp[m]	M00002 + C00131 --> C00002 + M00131	ND	Transport
TCM0210	at	TCM0210	TCM0210	NA	occoa[c] --> occoa[m]	C01944 --> M01944	ND	Transport
TCM0213	at	TCM0213	TCM0213	NA	thymd[c] <==> thymd[m]	C00214 <==> M00214	ND	Transport
TCM0212	at	TCM0212	TCM0212	NA	mal-L[c] + tsul[m] <==> mal-L[m] + tsul[c]	C00149 + M00320 <==> M00149 + C00320	ND	Transport
TCM0219	at	TCM0219	TCM0219	NA	datp[c] + dtdp[m] --> datp[m] + dtdp[c]	C00131 + M00363 --> M00131 + C00363	ND	Transport
TCM0218	at	TCM0218	TCM0218	NA	datp[c] + dgdp[m] --> datp[m] + dgdp[c]	C00131 + M00361 --> M00131 + C00361	ND	Transport
TCM0198	at	TCM0198	TCM0198	NA	dadp[m] + dctp[c] --> dadp[c] + dctp[m]	M00206 + C00458 --> C00206 + M00458	ND	Transport
TCM0199	at	TCM0199	TCM0199	NA	datp[c] + dudp[m] --> datp[m] + dudp[c]	C00131 + M01346 --> M00131 + C01346	ND	Transport
TCM0196	at	TCM0196	TCM0196	NA	chol[c] <==> chol[m]	C00114 <==> M00114	ND	Transport
TCM0197	at	TCM0197	TCM0197	NA	gsn[c] <==> gsn[m]	C00387 <==> M00387	ND	Transport
TCM0195	at	TCM0195	TCM0195	NA	cdpdag[c] <==> cdpdag[m]	C00269 <==> M00269	ND	Transport
TCM0192	at	TCM0192	TCM0192	NA	ala-B[c] <==> ala-B[m]	C00099 <==> M00099	ND	Transport
TCM0190	at	TCM0190	TCM0190	NA	ac[c] <==> ac[m]	C00033 <==> M00033	ND	Transport
TCE0360	at	TCE0360	TCE0360	NA	ocdca[e] <==> ocdca[c]	E01530 <==> C01530	ND	Transport
TCE0440	at	TCE0440	TCE0440	NA	urea[e] <==> urea[c]	E00086 <==> C00086	ND	Transport
TCE0441	at	TCE0441	TCE0441	NA	din[e] <==> din[c]	E05512 <==> C05512	ND	Transport
TCE0648	at	TCE0648	TCE0648	NA	fru[e] <==> fru[c]	E00095 <==> C00095	ND	Transport
TCE0447	at	TCE0447	TCE0447	NA	andrstrn[e] <==> andrstrn[c]	E00523 <==> C00523	ND	Transport
TCE0382	at	TCE0382	TCE0382	NA	ile-L[e] <==> ile-L[c]	E00407 <==> C00407	ND	Transport
TCE0508	at	TCE0508	TCE0508	NA	val-L[e] <==> val-L[c]	E00183 <==> C00183	ND	Transport
TCE0504	at	TCE0504	TCE0504	NA	fe2[e] --> fe2[c]	E14818 --> C14818	ND	Transport
TCE0507	at	TCE0507	TCE0507	NA	cyan[e] <==> cyan[c]	E01326 <==> C01326	ND	Transport
TCE1164	at	TCE1164	TCE1164	NA	glu-L[e] <==> glu-L[c]	E00025 <==> C00025	ND	Transport
TCE1165	at	TCE1165	TCE1165	NA	xtsn[e] --> xtsn[c]	E01762 --> C01762	ND	Transport
TCE1161	at	TCE1161	TCE1161	NA	mal-L[e] <==> mal-L[c]	E00149 <==> C00149	ND	Transport
TCE1168	at	TCE1168	TCE1168	NA	ptrc[e] --> ptrc[c]	E00134 --> C00134	ND	Transport
TCE1169	at	TCE1169	TCE1169	NA	pnto-R[e] <==> pnto-R[c]	E00864 <==> C00864	ND	Transport
TCM0066	at	TCM0066	TCM0066	NA	dadp[m] + dgdp[c] --> dadp[c] + dgdp[m]	M00206 + C00361 --> C00206 + M00361	ND	Transport
TCM0064	at	TCM0064	TCM0064	NA	for[m] <==> for[c]	M00058 <==> C00058	ND	Transport
TCM0062	at	TCM0062	TCM0062	NA	pydx5p[c] <==> pydx5p[m]	C00018 <==> M00018	ND	Transport
TCM0148	at	TCM0148	TCM0148	NA	atp[m] + dtdp[c] --> atp[c] + dtdp[m]	M00002 + C00363 --> C00002 + M00363	ND	Transport
TCM0145	at	TCM0145	TCM0145	NA	gly[c] <==> gly[m]	C00037 <==> M00037	ND	Transport
TCM0144	at	TCM0144	TCM0144	NA	aact[m] --> aact[c]	M01888 --> C01888	ND	Transport
TCM0141	at	TCM0141	TCM0141	NA	gln-L[c] --> gln-L[m]	C00064 --> M00064	ND	Transport
TCM0140	at	TCM0140	TCM0140	NA	atp[m] + dgdp[c] --> atp[c] + dgdp[m]	M00002 + C00361 --> C00002 + M00361	ND	Transport
TCM0143	at	TCM0143	TCM0143	NA	atp[m] + dgtp[c] --> atp[c] + dgtp[m]	M00002 + C00286 --> C00002 + M00286	ND	Transport
TCM0069	at	TCM0069	TCM0069	NA	10fthf[c] <==> 10fthf[m]	C00234 <==> M00234	ND	Transport
TCE0752	at	TCE0752	TCE0752	NA	glyb[e] + (2) na1[e] <==> glyb[c] + (2) na1[c]	E00719 + (2) E01330 <==> C00719 + (2) C01330	ND	Transport
TCE0757	at	TCE0757	TCE0757	NA	chol[e] <==> chol[c]	E00114 <==> C00114	ND	Transport
TCE0758	at	TCE0758	TCE0758	NA	phe-L[e] <==> phe-L[c]	E00079 <==> C00079	ND	Transport
TCE0619	at	TCE0619	TCE0619	NA	gua[e] <==> gua[c]	E00242 <==> C00242	ND	Transport
TCE0618	at	TCE0618	TCE0618	NA	3aib-D[c] --> 3aib-D[e]	C01205 --> E01205	ND	Transport
TCE0591	at	TCE0591	TCE0591	NA	dhdascb[e] <==> dhdascb[c]	E05422 <==> C05422	ND	Transport
TCE0597	at	TCE0597	TCE0597	NA	meoh[e] <==> meoh[c]	E00132 <==> C00132	ND	Transport
TCE0611	at	TCE0611	TCE0611	NA	cl[c] + (2) so4[e] --> cl[e] + (2) so4[c]	C00698 + (2) E00059 --> E00698 + (2) C00059	ND	Transport
TCE0612	at	TCE0612	TCE0612	NA	5adtststerone[e] <==> 5adtststerone[c]	E03917 <==> C03917	ND	Transport
TCE0615	at	TCE0615	TCE0615	NA	xoltri25[c] <==> xoltri25[e]	C15520 <==> E15520	ND	Transport
TCE1300	at	TCE1300	TCE1300	NA	etoh[e] <==> etoh[c]	E00469 <==> C00469	ND	Transport
TCE1301	at	TCE1301	TCE1301	NA	o2[e] <==> o2[c]	E00007 <==> C00007	ND	Transport
TCE1302	at	TCE1302	TCE1302	NA	acald[e] <==> acald[c]	E00084 <==> C00084	ND	Transport
TCE1303	at	TCE1303	TCE1303	NA	pro-L[e] <==> pro-L[c]	E00148 <==> C00148	ND	Transport
TCE1304	at	TCE1304	TCE1304	NA	lac-L[e] <==> lac-L[c]	E00186 <==> C00186	ND	Transport
TCE1305	at	TCE1305	TCE1305	NA	xylt[e] <==> xylt[c]	E00379 <==> C00379	ND	Transport
TCE1306	at	TCE1306	TCE1306	NA	gly[e] <==> gly[c]	E00037 <==> C00037	ND	Transport
TCE1307	at	TCE1307	TCE1307	NA	crn[e] <==> crn[c]	E00318 <==> C00318	ND	Transport
TCE1308	at	TCE1308	TCE1308	NA	glyc[c] <==> glyc[e]	C00116 <==> E00116	ND	Transport
TCE0399	at	TCE0399	TCE0399	NA	cholate[e] + (2) na1[e] --> cholate[c] + (2) na1[c]	E00695 + (2) E01330 --> C00695 + (2) C01330	ND	Transport
TCM0099	at	TCM0099	TCM0099	NA	dcdp[m] + dgdp[c] --> dcdp[c] + dgdp[m]	M00705 + C00361 --> C00705 + M00361	ND	Transport
TCM0098	at	TCM0098	TCM0098	NA	dgdp[m] + dgtp[c] --> dgdp[c] + dgtp[m]	M00361 + C00286 --> C00361 + M00286	ND	Transport
TCM0093	at	TCM0093	TCM0093	NA	lac-L[c] <==> lac-L[m]	C00186 <==> M00186	ND	Transport
TCM0092	at	TCM0092	TCM0092	NA	adp[m] + dttp[c] --> adp[c] + dttp[m]	M00008 + C00459 --> C00008 + M00459	ND	Transport
TCM0091	at	TCM0091	TCM0091	NA	atp[m] + dcdp[c] --> atp[c] + dcdp[m]	M00002 + C00705 --> C00002 + M00705	ND	Transport
TCM0090	at	TCM0090	TCM0090	NA	pyam5p[c] <==> pyam5p[m]	C00647 <==> M00647	ND	Transport
TCM0097	at	TCM0097	TCM0097	NA	dadp[m] + dutp[c] --> dadp[c] + dutp[m]	M00206 + C00460 --> C00206 + M00460	ND	Transport
TCM0096	at	TCM0096	TCM0096	NA	adp[m] + dgtp[c] --> adp[c] + dgtp[m]	M00008 + C00286 --> C00008 + M00286	ND	Transport
TCM0095	at	TCM0095	TCM0095	NA	h2o2[c] <==> h2o2[m]	C00027 <==> M00027	ND	Transport
TCM0094	at	TCM0094	TCM0094	NA	arg-L[c] <==> arg-L[m]	C00062 <==> M00062	ND	Transport
TCE0687	at	TCE0687	TCE0687	NA	nac[e] --> nac[c]	E00253 --> C00253	ND	Transport
TCE0484	at	TCE0484	TCE0484	NA	nh4[c] <==> nh4[e]	C00014 <==> E00014	ND	Transport
TCE0486	at	TCE0486	TCE0486	NA	(2) na1[e] + so4[e] <==> (2) na1[c] + so4[c]	(2) E01330 + E00059 <==> (2) C01330 + C00059	ND	Transport
TCE0487	at	TCE0487	TCE0487	NA	tcynt[c] --> tcynt[e]	C01755 --> E01755	ND	Transport
TCE0329	at	TCE0329	TCE0329	NA	hdca[e] <==> hdca[c]	E00249 <==> C00249	ND	Transport
TCE0482	at	TCE0482	TCE0482	NA	dcyt[e] <==> dcyt[c]	E00881 <==> C00881	ND	Transport
TCM1281	at	TCM1281	TCM1281	NA	dhf[c] <==> dhf[m]	C00415 <==> M00415	ND	Transport
TCM1280	at	TCM1280	TCM1280	NA	pyr[c] <==> pyr[m]	C00022 <==> M00022	ND	Transport
TCE0433	at	TCE0433	TCE0433	NA	atp[c] + h2o[c] + ribflv[e] --> adp[c] + h[c] + pi[c] + ribflv[c]	C00002 + C00001 + E00255 --> C00008 + C00080 + C00009 + C00255	ND	Transport
TCM1282	at	TCM1282	TCM1282	NA	mal-L[c] + pi[m] <==> mal-L[m] + pi[c]	C00149 + M00009 <==> M00149 + C00009	ND	Transport
TCM1284	at	TCM1284	TCM1284	NA	glu-L[c] <==> glu-L[m]	C00025 <==> M00025	ND	Transport
TCM1287	at	TCM1287	TCM1287	NA	co2[c] <==> co2[m]	C00011 <==> M00011	ND	Transport
TCM1286	at	TCM1286	TCM1286	NA	4abut[c] <==> 4abut[m]	C00334 <==> M00334	ND	Transport
TCM1289	at	TCM1289	TCM1289	NA	hmgcoa[c] <==> hmgcoa[m]	C00356 <==> M00356	ND	Transport
TCE1121	at	TCE1121	TCE1121	NA	akg[e] <==> akg[c]	E00026 <==> C00026	ND	Transport
TCE1122	at	TCE1122	TCE1122	NA	gln-L[e] <==> gln-L[c]	E00064 <==> C00064	ND	Transport
TCE1124	at	TCE1124	TCE1124	NA	sbt-D[e] <==> sbt-D[c]	E00794 <==> C00794	ND	Transport
TCE1127	at	TCE1127	TCE1127	NA	so4[e] --> so4[c]	E00059 --> C00059	ND	Transport
TCE0430	at	TCE0430	TCE0430	NA	pydxn[e] <==> pydxn[c]	E00314 <==> C00314	ND	Transport
TCM1283	at	TCM1283	TCM1283	NA	crn[m] --> crn[c]	M00318 --> C00318	ND	Transport
TCE0658	at	TCE0658	TCE0658	NA	bildglcur[e] + hco3[c] <==> bildglcur[c] + hco3[e]	E05787 + C00288 <==> C05787 + E00288	ND	Transport
TCE0558	at	TCE0558	TCE0558	NA	cgly[e] --> cgly[c]	E01419 --> C01419	ND	Transport
TCE0559	at	TCE0559	TCE0559	NA	gchola[e] <==> gchola[c]	E01921 <==> C01921	ND	Transport
TCM1054	at	TCM1054	TCM1054	NA	his-L[m] <==> his-L[c]	M00135 <==> C00135	ND	Transport
TCM1055	at	TCM1055	TCM1055	NA	e4hglu[c] <==> e4hglu[m]	C05947 <==> M05947	ND	Transport
TCM1051	at	TCM1051	TCM1051	NA	trp-L[c] <==> trp-L[m]	C00078 <==> M00078	ND	Transport
TCM1053	at	TCM1053	TCM1053	NA	ade[c] <==> ade[m]	C00147 <==> M00147	ND	Transport
TCM1058	at	TCM1058	TCM1058	NA	met-L[m] <==> met-L[c]	M00073 <==> C00073	ND	Transport
TCM1059	at	TCM1059	TCM1059	NA	prpp[c] <==> prpp[m]	C00119 <==> M00119	ND	Transport
TCM1288	at	TCM1288	TCM1288	NA	glyc3p[c] --> glyc3p[m]	C00093 --> M00093	ND	Transport
TCM0116	at	TCM0116	TCM0116	NA	dgdp[m] + dttp[c] --> dgdp[c] + dttp[m]	M00361 + C00459 --> C00361 + M00459	ND	Transport
TCM0117	at	TCM0117	TCM0117	NA	leu-L[c] <==> leu-L[m]	C00123 <==> M00123	ND	Transport
TCM0114	at	TCM0114	TCM0114	NA	dgdp[c] + dudp[m] --> dgdp[m] + dudp[c]	C00361 + M01346 --> M00361 + C01346	ND	Transport
TCM0115	at	TCM0115	TCM0115	NA	adp[m] + dutp[c] --> adp[c] + dutp[m]	M00008 + C00460 --> C00008 + M00460	ND	Transport
TCM0113	at	TCM0113	TCM0113	NA	glyc[c] <==> glyc[m]	C00116 <==> M00116	ND	Transport
TCM0110	at	TCM0110	TCM0110	NA	dcdp[c] + dudp[m] --> dcdp[m] + dudp[c]	C00705 + M01346 --> M00705 + C01346	ND	Transport
TCM0118	at	TCM0118	TCM0118	NA	fum[c] + tsul[m] <==> fum[m] + tsul[c]	C00122 + M00320 <==> M00122 + C00320	ND	Transport
TCM0119	at	TCM0119	TCM0119	NA	xoltriol[c] <==> xoltriol[m]	C05454 <==> M05454	ND	Transport
TCM0059	at	TCM0059	TCM0059	NA	cyan[c] <==> cyan[m]	C01326 <==> M01326	ND	Transport
TCE0729	at	TCE0729	TCE0729	NA	hco3[c] + prostgd2[e] <==> hco3[e] + prostgd2[c]	C00288 + E00696 <==> E00288 + C00696	ND	Transport
TCE0723	at	TCE0723	TCE0723	NA	retn[c] <==> retn[e]	C00777 <==> E00777	ND	Transport
TCE0726	at	TCE0726	TCE0726	NA	urate[c] --> urate[e]	C00366 --> E00366	ND	Transport
TCM1274	at	TCM1274	TCM1274	NA	orn[m] <==> orn[c]	M00077 <==> C00077	ND	Transport
TCM1275	at	TCM1275	TCM1275	NA	o2[c] <==> o2[m]	C00007 <==> M00007	ND	Transport
TCM1276	at	TCM1276	TCM1276	NA	h2o[c] <==> h2o[m]	C00001 <==> M00001	ND	Transport
TCM1278	at	TCM1278	TCM1278	NA	acrn[c] --> acrn[m]	C02571 --> M02571	ND	Transport
TCM1279	at	TCM1279	TCM1279	NA	lac-D[c] <==> lac-D[m]	C00256 <==> M00256	ND	Transport
TCM0200	at	TCM0200	TCM0200	NA	dgtp[c] + dudp[m] --> dgtp[m] + dudp[c]	C00286 + M01346 --> M00286 + C01346	ND	Transport
TCM0201	at	TCM0201	TCM0201	NA	mal-L[c] + so4[m] <==> mal-L[m] + so4[c]	C00149 + M00059 <==> M00149 + C00059	ND	Transport
TCM0206	at	TCM0206	TCM0206	NA	dadp[m] + dtdp[c] --> dadp[c] + dtdp[m]	M00206 + C00363 --> C00206 + M00363	ND	Transport
TCM0207	at	TCM0207	TCM0207	NA	fum[c] + pi[m] <==> fum[m] + pi[c]	C00122 + M00009 <==> M00122 + C00009	ND	Transport
TCM0204	at	TCM0204	TCM0204	NA	dadp[m] + dgtp[c] --> dadp[c] + dgtp[m]	M00206 + C00286 --> C00206 + M00286	ND	Transport
TCM0208	at	TCM0208	TCM0208	NA	dtdp[c] + dudp[m] --> dtdp[m] + dudp[c]	C00363 + M01346 --> M00363 + C01346	ND	Transport
TCE0368	at	TCE0368	TCE0368	NA	gam[e] <==> gam[c]	E00329 <==> C00329	ND	Transport
TCE0603	at	TCE0603	TCE0603	NA	35cgmp[c] + atp[c] + h2o[c] --> 35cgmp[e] + adp[c] + h[c] + pi[c]	C00942 + C00002 + C00001 --> E00942 + C00008 + C00080 + C00009	ND	Transport
TCM1082	at	TCM1082	TCM1082	NA	tyr-L[c] <==> tyr-L[m]	C00082 <==> M00082	ND	Transport
TCM1080	at	TCM1080	TCM1080	NA	fad[c] + fmn[m] --> fad[m] + fmn[c]	C00016 + M00061 --> M00016 + C00061	ND	Transport
TCM1085	at	TCM1085	TCM1085	NA	ser-L[c] <==> ser-L[m]	C00065 <==> M00065	ND	Transport
TCM1089	at	TCM1089	TCM1089	NA	thr-L[c] <==> thr-L[m]	C00188 <==> M00188	ND	Transport
TCE0475	at	TCE0475	TCE0475	NA	3aib[c] --> 3aib[e]	C03284 --> E03284	ND	Transport
TCE0474	at	TCE0474	TCE0474	NA	prostge2[e] <==> prostge2[c]	E00584 <==> C00584	ND	Transport
TCE0379	at	TCE0379	TCE0379	NA	h2o2[e] <==> h2o2[c]	E00027 <==> C00027	ND	Transport
TCE0376	at	TCE0376	TCE0376	NA	lnlc[e] <==> lnlc[c]	E01595 <==> C01595	ND	Transport
TCE0374	at	TCE0374	TCE0374	NA	retinol[e] --> retinol[c]	E00473 --> C00473	ND	Transport
TCE0370	at	TCE0370	TCE0370	NA	mercplaccys[c] --> mercplaccys[e]	CC0141 --> EC0141	ND	Transport
TCE0518	at	TCE0518	TCE0518	NA	thym[e] <==> thym[c]	E00178 <==> C00178	ND	Transport
TCE0513	at	TCE0513	TCE0513	NA	atp[c] + h2o[c] + pe_BAC[e] --> adp[c] + h[c] + pe_BAC[c] + pi[c]	C00002 + C00001 + EC0058 --> C00008 + C00080 + CC0058 + C00009	ND	Transport
TCE2000	at	TCE2000	TCE2000	NA	atp[c] + h2o[c] + pe[e] --> adp[c] + h[c] + pe[c] + pi[c]	C00002 + C00001 + E00350 --> C00008 + C00080 + C00350 + C00009	ND	Transport
TCE0514	at	TCE0514	TCE0514	NA	ura[e] <==> ura[c]	E00106 <==> C00106	ND	Transport
TCE1150	at	TCE1150	TCE1150	NA	pepd[e] --> pepd[c]	E00012 --> C00012	ND	Transport
TCE2001	at	TCE2001	TCE2001	NA	pepX[e] --> pepX[c]	EC0152 --> CC0152	ND	Transport
TCE1154	at	TCE1154	TCE1154	NA	cit[e] <==> cit[c]	E00158 <==> C00158	ND	Transport
TCE1157	at	TCE1157	TCE1157	NA	dttp[e] <==> dttp[c]	E00459 <==> C00459	ND	Transport
TCE1156	at	TCE1156	TCE1156	NA	sucr[e] --> sucr[c]	E00089 --> C00089	ND	Transport
TCE1159	at	TCE1159	TCE1159	NA	succ[e] <==> succ[c]	E00042 <==> C00042	ND	Transport
TCE1158	at	TCE1158	TCE1158	NA	nmn[e] --> nmn[c]	E00455 --> C00455	ND	Transport
TCM0158	at	TCM0158	TCM0158	NA	o2s[c] <==> o2s[m]	C00704 <==> M00704	ND	Transport
TCM0153	at	TCM0153	TCM0153	NA	dcdp[m] + dttp[c] --> dcdp[c] + dttp[m]	M00705 + C00459 --> C00705 + M00459	ND	Transport
TCM0150	at	TCM0150	TCM0150	NA	dcdp[m] + dutp[c] --> dcdp[c] + dutp[m]	M00705 + C00460 --> C00705 + M00460	ND	Transport
TCM0151	at	TCM0151	TCM0151	NA	chsterol[c] <==> chsterol[m]	C00187 <==> M00187	ND	Transport
TCM0156	at	TCM0156	TCM0156	NA	dtdp[m] + dudp[c] --> dtdp[c] + dudp[m]	M00363 + C01346 --> C00363 + M01346	ND	Transport
TCM0154	at	TCM0154	TCM0154	NA	dudp[m] + dutp[c] --> dudp[c] + dutp[m]	M01346 + C00460 --> C01346 + M00460	ND	Transport
TCE0605	at	TCE0605	TCE0605	NA	ins[e] <==> ins[c]	E00294 <==> C00294	ND	Transport
TCE0602	at	TCE0602	TCE0602	NA	cl[c] + hco3[e] <==> cl[e] + hco3[c]	C00698 + E00288 <==> E00698 + C00288	ND	Transport
TCE0600	at	TCE0600	TCE0600	NA	(3) 5htrp[c] + (2) atp[c] + (2) h2o[c] --> (3) 5htrp[e] + (2) adp[c] + (2) h[c] + (2) pi[c]	(3) C00643 + (2) C00002 + (2) C00001 --> (3) E00643 + (2) C00008 + (2) C00080 + (2) C00009	ND	Transport
TCE0766	at	TCE0766	TCE0766	NA	ncam[e] --> ncam[c]	E00153 --> C00153	ND	Transport
TCE0560	at	TCE0560	TCE0560	NA	atp[c] + h2o[c] + pchol[c] <==> adp[c] + h[c] + pchol[e] + pi[c]	C00002 + C00001 + C00157 <==> C00008 + C00080 + E00157 + C00009	ND	Transport
TCM0129	at	TCM0129	TCM0129	NA	ins[c] <==> ins[m]	C00294 <==> M00294	ND	Transport
TCM0128	at	TCM0128	TCM0128	NA	dcdp[c] + dtdp[m] --> dcdp[m] + dtdp[c]	C00705 + M00363 --> M00705 + C00363	ND	Transport
TCM0127	at	TCM0127	TCM0127	NA	dcdp[m] + dgtp[c] --> dcdp[c] + dgtp[m]	M00705 + C00286 --> C00705 + M00286	ND	Transport
TCM0126	at	TCM0126	TCM0126	NA	atp[m] + dutp[c] --> atp[c] + dutp[m]	M00002 + C00460 --> C00002 + M00460	ND	Transport
TCM0125	at	TCM0125	TCM0125	NA	dcdp[m] + dudp[c] --> dcdp[c] + dudp[m]	M00705 + C01346 --> C00705 + M01346	ND	Transport
TCM0124	at	TCM0124	TCM0124	NA	atp[c] + h2o[c] + ps_BAC[c] --> adp[c] + h[c] + pi[c] + ps_BAC[m]	C00002 + C00001 + CC0060 --> C00008 + C00080 + C00009 + MC0060	ND	Transport
TCM2002	at	TCM2002	TCM2002	NA	atp[c] + h2o[c] + ps[c] --> adp[c] + h[c] + pi[c] + ps[m]	C00002 + C00001 + C02737 --> C00008 + C00080 + C00009 + M02737	ND	Transport
TCM0121	at	TCM0121	TCM0121	NA	dadp[m] + dcdp[c] --> dadp[c] + dcdp[m]	M00206 + C00705 --> C00206 + M00705	ND	Transport
TCM0088	at	TCM0088	TCM0088	NA	adp[m] + dtdp[c] --> adp[c] + dtdp[m]	M00008 + C00363 --> C00008 + M00363	ND	Transport
TCM0089	at	TCM0089	TCM0089	NA	lys-L[c] <==> lys-L[m]	C00047 <==> M00047	ND	Transport
TCM0080	at	TCM0080	TCM0080	NA	atp[m] + dttp[c] --> atp[c] + dttp[m]	M00002 + C00459 --> C00002 + M00459	ND	Transport
TCM0081	at	TCM0081	TCM0081	NA	dadp[c] + dtdp[m] --> dadp[m] + dtdp[c]	C00206 + M00363 --> M00206 + C00363	ND	Transport
TCM0082	at	TCM0082	TCM0082	NA	dtdp[m] + dutp[c] --> dtdp[c] + dutp[m]	M00363 + C00460 --> C00363 + M00460	ND	Transport
TCM0083	at	TCM0083	TCM0083	NA	dcdp[c] + dgdp[m] --> dcdp[m] + dgdp[c]	C00705 + M00361 --> M00705 + C00361	ND	Transport
TCM0084	at	TCM0084	TCM0084	NA	5thf[m] --> 5thf[c]	MC0004 --> CC0004	ND	Transport
