	TAG	ID	KEGGID	EC	BIGG	KEGG	GENES	PATHWAY	FLUX
TCM1075_I	at	TCM1075_I	TCM1075	NA	phe-L_I[m] <==> phe-L_I[c]	M00079_I <==> C00079_I	ND	Transport	0.0
TCM1075_X	at	TCM1075_X	TCM1075	NA	phe-L_X[m] <==> phe-L_X[c]	M00079_X <==> C00079_X	ND	Transport	-0.0173079561735
TCM1077_I	at	TCM1077_I	TCM1077	NA	dhap_I[m] --> dhap_I[c]	M00111_I --> C00111_I	ND	Transport	-0.0
TCM1077_X	at	TCM1077_X	TCM1077	NA	dhap_X[m] --> dhap_X[c]	M00111_X --> C00111_X	ND	Transport	0.00999999999999
TCM1078_I	at	TCM1078_I	TCM1078	NA	4hpro-LT_I[c] <==> 4hpro-LT_I[m]	C01157_I <==> M01157_I	ND	Transport	0.0
TCM1078_X	at	TCM1078_X	TCM1078	NA	4hpro-LT_X[c] <==> 4hpro-LT_X[m]	C01157_X <==> M01157_X	ND	Transport	0.0176244267224
TCM1080_I	at	TCM1080_I	TCM1080	NA	fad_I[c] + fmn_I[m] --> fad_I[m] + fmn_I[c]	C00016_I + M00061_I --> M00016_I + C00061_I	ND	Transport	-0.0
TCM1080_X	at	TCM1080_X	TCM1080	NA	fad_X[c] + fmn_X[m] --> fad_X[m] + fmn_X[c]	C00016_X + M00061_X --> M00016_X + C00061_X	ND	Transport	-0.0
TCM1082_I	at	TCM1082_I	TCM1082	NA	tyr-L_I[c] <==> tyr-L_I[m]	C00082_I <==> M00082_I	ND	Transport	0.0
TCM1082_X	at	TCM1082_X	TCM1082	NA	tyr-L_X[c] <==> tyr-L_X[m]	C00082_X <==> M00082_X	ND	Transport	0.0130480748496
TCM1085_I	at	TCM1085_I	TCM1085	NA	ser-L_I[c] <==> ser-L_I[m]	C00065_I <==> M00065_I	ND	Transport	0.0
TCM1085_X	at	TCM1085_X	TCM1085	NA	ser-L_X[c] <==> ser-L_X[m]	C00065_X <==> M00065_X	ND	Transport	0.0122792765815
TCM1089_I	at	TCM1089_I	TCM1089	NA	thr-L_I[c] <==> thr-L_I[m]	C00188_I <==> M00188_I	ND	Transport	0.0
TCM1089_X	at	TCM1089_X	TCM1089	NA	thr-L_X[c] <==> thr-L_X[m]	C00188_X <==> M00188_X	ND	Transport	0.0342502011255
TCM1091_I	at	TCM1091_I	TCM1091	NA	ahcys_I[c] <==> ahcys_I[m]	C00021_I <==> M00021_I	ND	Transport	0.0
TCM1091_X	at	TCM1091_X	TCM1091	NA	ahcys_X[c] <==> ahcys_X[m]	C00021_X <==> M00021_X	ND	Transport	-0.03
TCM1096_I	at	TCM1096_I	TCM1096	NA	acrn_I[c] + crn_I[m] --> acrn_I[m] + crn_I[c]	C02571_I + M00318_I --> M02571_I + C00318_I	ND	Transport	0.0
TCM1096_X	at	TCM1096_X	TCM1096	NA	acrn_X[c] + crn_X[m] --> acrn_X[m] + crn_X[c]	C02571_X + M00318_X --> M02571_X + C00318_X	ND	Transport	0.01
TCM1098_I	at	TCM1098_I	TCM1098	NA	3mop_I[c] <==> 3mop_I[m]	C00671_I <==> M00671_I	ND	Transport	0.0
TCM1098_X	at	TCM1098_X	TCM1098	NA	3mop_X[c] <==> 3mop_X[m]	C00671_X <==> M00671_X	ND	Transport	0.0
TCM1101_I	at	TCM1101_I	TCM1101	NA	cmp_I[c] <==> cmp_I[m]	C00055_I <==> M00055_I	ND	Transport	0.0
TCM1101_X	at	TCM1101_X	TCM1101	NA	cmp_X[c] <==> cmp_X[m]	C00055_X <==> M00055_X	ND	Transport	0.0
TCM1109_I	at	TCM1109_I	TCM1109	NA	4h2oglt_I[c] <==> 4h2oglt_I[m]	C05946_I <==> M05946_I	ND	Transport	0.0
TCM1109_X	at	TCM1109_X	TCM1109	NA	4h2oglt_X[c] <==> 4h2oglt_X[m]	C05946_X <==> M05946_X	ND	Transport	0.0
TCM1274_I	at	TCM1274_I	TCM1274	NA	orn_I[m] <==> orn_I[c]	M00077_I <==> C00077_I	ND	Transport	0.0
TCM1274_X	at	TCM1274_X	TCM1274	NA	orn_X[m] <==> orn_X[c]	M00077_X <==> C00077_X	ND	Transport	-0.0867778871885
TCM1275_I	at	TCM1275_I	TCM1275	NA	o2_I[c] <==> o2_I[m]	C00007_I <==> M00007_I	ND	Transport	3.27730116569
TCM1275_X	at	TCM1275_X	TCM1275	NA	o2_X[c] <==> o2_X[m]	C00007_X <==> M00007_X	ND	Transport	4.58920901929
TCM1276_I	at	TCM1276_I	TCM1276	NA	h2o_I[c] <==> h2o_I[m]	C00001_I <==> M00001_I	ND	Transport	-17.3669815211
TCM1276_X	at	TCM1276_X	TCM1276	NA	h2o_X[c] <==> h2o_X[m]	C00001_X <==> M00001_X	ND	Transport	-29.8164995361
TCM1277_I	t	TCM1277_I	TCM1277	NA	cit_I[c] + pep_I[m] <==> cit_I[m] + pep_I[c]	C00158_I + M00074_I <==> M00158_I + C00074_I	K11H3.3_I | Y37B11A.3_I	Transport	0.0
TCM1277_X	t	TCM1277_X	TCM1277	NA	cit_X[c] + pep_X[m] <==> cit_X[m] + pep_X[c]	C00158_X + M00074_X <==> M00158_X + C00074_X	K11H3.3_X | Y37B11A.3_X	Transport	0.0
TCM1278_I	at	TCM1278_I	TCM1278	NA	acrn_I[c] --> acrn_I[m]	C02571_I --> M02571_I	ND	Transport	-0.0
TCM1278_X	at	TCM1278_X	TCM1278	NA	acrn_X[c] --> acrn_X[m]	C02571_X --> M02571_X	ND	Transport	-0.0
TCM1279_I	at	TCM1279_I	TCM1279	NA	lac-D_I[c] <==> lac-D_I[m]	C00256_I <==> M00256_I	ND	Transport	0.0108198837658
TCM1279_X	at	TCM1279_X	TCM1279	NA	lac-D_X[c] <==> lac-D_X[m]	C00256_X <==> M00256_X	ND	Transport	0.01
TCM1280_I	at	TCM1280_I	TCM1280	NA	pyr_I[c] <==> pyr_I[m]	C00022_I <==> M00022_I	ND	Transport	0.0
TCM1280_X	at	TCM1280_X	TCM1280	NA	pyr_X[c] <==> pyr_X[m]	C00022_X <==> M00022_X	ND	Transport	0.295613429333
TCM1282_I	at	TCM1282_I	TCM1282	NA	mal-L_I[c] + pi_I[m] <==> mal-L_I[m] + pi_I[c]	C00149_I + M00009_I <==> M00149_I + C00009_I	ND	Transport	0.0
TCM1282_X	at	TCM1282_X	TCM1282	NA	mal-L_X[c] + pi_X[m] <==> mal-L_X[m] + pi_X[c]	C00149_X + M00009_X <==> M00149_X + C00009_X	ND	Transport	0.0
TCM1283_I	at	TCM1283_I	TCM1283	NA	crn_I[m] --> crn_I[c]	M00318_I --> C00318_I	ND	Transport	0.158296389108
TCM1283_X	at	TCM1283_X	TCM1283	NA	crn_X[m] --> crn_X[c]	M00318_X --> C00318_X	ND	Transport	0.0577077113816
TCM1284_I	at	TCM1284_I	TCM1284	NA	glu-L_I[c] <==> glu-L_I[m]	C00025_I <==> M00025_I	ND	Transport	0.0880356748845
TCM1284_X	at	TCM1284_X	TCM1284	NA	glu-L_X[c] <==> glu-L_X[m]	C00025_X <==> M00025_X	ND	Transport	0.0
TCM1285_I	t	TCM1285_I	TCM1285	NA	cit_I[c] + mal-L_I[m] <==> cit_I[m] + mal-L_I[c]	C00158_I + M00149_I <==> M00158_I + C00149_I	K11H3.3_I | Y37B11A.3_I	Transport	0.0
TCM1285_X	t	TCM1285_X	TCM1285	NA	cit_X[c] + mal-L_X[m] <==> cit_X[m] + mal-L_X[c]	C00158_X + M00149_X <==> M00158_X + C00149_X	K11H3.3_X | Y37B11A.3_X	Transport	-0.02
TCM1286_I	at	TCM1286_I	TCM1286	NA	4abut_I[c] <==> 4abut_I[m]	C00334_I <==> M00334_I	ND	Transport	0.0
TCM1286_X	at	TCM1286_X	TCM1286	NA	4abut_X[c] <==> 4abut_X[m]	C00334_X <==> M00334_X	ND	Transport	0.01
TCM1287_I	at	TCM1287_I	TCM1287	NA	co2_I[c] <==> co2_I[m]	C00011_I <==> M00011_I	ND	Transport	-2.74045163081
TCM1287_X	at	TCM1287_X	TCM1287	NA	co2_X[c] <==> co2_X[m]	C00011_X <==> M00011_X	ND	Transport	-4.18343567778
TCM1288_I	at	TCM1288_I	TCM1288	NA	glyc3p_I[c] --> glyc3p_I[m]	C00093_I --> M00093_I	ND	Transport	0.0
TCM1288_X	at	TCM1288_X	TCM1288	NA	glyc3p_X[c] --> glyc3p_X[m]	C00093_X --> M00093_X	ND	Transport	0.00999999999999
TCM1289_I	at	TCM1289_I	TCM1289	NA	hmgcoa_I[c] <==> hmgcoa_I[m]	C00356_I <==> M00356_I	ND	Transport	0.0
TCM1289_X	at	TCM1289_X	TCM1289	NA	hmgcoa_X[c] <==> hmgcoa_X[m]	C00356_X <==> M00356_X	ND	Transport	-0.0784535961968
TCM1290_I	at	TCM1290_I	TCM1290	NA	thf_I[c] <==> thf_I[m]	C00101_I <==> M00101_I	ND	Transport	0.0
TCM1290_X	at	TCM1290_X	TCM1290	NA	thf_X[c] <==> thf_X[m]	C00101_X <==> M00101_X	ND	Transport	0.0
TCM1291_I	at	TCM1291_I	TCM1291	NA	pro-L_I[c] <==> pro-L_I[m]	C00148_I <==> M00148_I	ND	Transport	0.0
TCM1291_X	at	TCM1291_X	TCM1291	NA	pro-L_X[c] <==> pro-L_X[m]	C00148_X <==> M00148_X	ND	Transport	0.0210261128633
TCM1292_I	at	TCM1292_I	TCM1292	NA	pi_I[c] <==> pi_I[m]	C00009_I <==> M00009_I	ND	Transport	15.1640413269
TCM1292_X	at	TCM1292_X	TCM1292	NA	pi_X[c] <==> pi_X[m]	C00009_X <==> M00009_X	ND	Transport	26.1738661462
TCM2002_I	at	TCM2002_I	TCM2002	NA	atp_I[c] + h2o_I[c] + ps_I[c] --> adp_I[c] + h_I[c] + pi_I[c] + ps_I[m]	C00002_I + C00001_I + C02737_I --> C00008_I + C00080_I + C00009_I + M02737_I	ND	Transport	-0.0
TCM2002_X	at	TCM2002_X	TCM2002	NA	atp_X[c] + h2o_X[c] + ps_X[c] --> adp_X[c] + h_X[c] + pi_X[c] + ps_X[m]	C00002_X + C00001_X + C02737_X --> C00008_X + C00080_X + C00009_X + M02737_X	ND	Transport	-0.0
TCM2004_I	at	TCM2004_I	TCM2004	NA	pe_I[c] <==> pe_I[m]	C00350_I <==> M00350_I	ND	Transport	0.0
TCM2004_X	at	TCM2004_X	TCM2004	NA	pe_X[c] <==> pe_X[m]	C00350_X <==> M00350_X	ND	Transport	0.0
TCM5001_I	t	TCM5001_I	TCM5001	NA	pmtcrn_I[c] --> pmtcrn_I[m]	C02990_I --> M02990_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.0
TCM5001_X	t	TCM5001_X	TCM5001	NA	pmtcrn_X[c] --> pmtcrn_X[m]	C02990_X --> M02990_X	dif-1_X | slc-25A29_X	Carnitine shuttle	0.01
TCM5002_I	t	TCM5002_I	TCM5002	NA	ttdcrn_I[c] --> ttdcrn_I[m]	CC0061_I --> MC0061_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.0528213170681
TCM5002_X	t	TCM5002_X	TCM5002	NA	ttdcrn_X[c] --> ttdcrn_X[m]	CC0061_X --> MC0061_X	dif-1_X | slc-25A29_X	Carnitine shuttle	0.0
TCM5003_I	t	TCM5003_I	TCM5003	NA	ddcrn_I[c] --> ddcrn_I[m]	CC0062_I --> MC0062_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.00633562668127
TCM5003_X	t	TCM5003_X	TCM5003	NA	ddcrn_X[c] --> ddcrn_X[m]	CC0062_X --> MC0062_X	dif-1_X | slc-25A29_X	Carnitine shuttle	0.0
TCM5004_I	t	TCM5004_I	TCM5004	NA	ivcoa_I[c] <==> ivcoa_I[m]	C02939_I <==> M02939_I	TBD	Transport	-0.0600581326543
TCM5004_X	t	TCM5004_X	TCM5004	NA	ivcoa_X[c] <==> ivcoa_X[m]	C02939_X <==> M02939_X	TBD	Transport	0.0
TCM5005_I	t	TCM5005_I	TCM5005	NA	cbl1_I[c] <==> cbl1_I[m]	C00853_I <==> M00853_I	ND	Vitamin B12 metabolism	0.0
TCM5005_X	t	TCM5005_X	TCM5005	NA	cbl1_X[c] <==> cbl1_X[m]	C00853_X <==> M00853_X	ND	Vitamin B12 metabolism	0.000463439912892
TCM5006_I	t	TCM5006_I	TCM5006	NA	adocbl_I[c] <==> adocbl_I[m]	C00194_I <==> M00194_I	ND	Vitamin B12 metabolism	0.000152097627686
TCM5006_X	t	TCM5006_X	TCM5006	NA	adocbl_X[c] <==> adocbl_X[m]	C00194_X <==> M00194_X	ND	Vitamin B12 metabolism	0.0
TCM5007_I	t	TCM5007_I	TCM5007	NA	cyanala_I[m] <==> cyanala_I[c]	M02512_I <==> C02512_I	ND	Cyanoamino acid metabolism	0.0
TCM5007_X	t	TCM5007_X	TCM5007	NA	cyanala_X[m] <==> cyanala_X[c]	M02512_X <==> C02512_X	ND	Cyanoamino acid metabolism	0.0
TCM5008_I	t	TCM5008_I	TCM5008	NA	h2s_I[m] <==> h2s_I[c]	M00283_I <==> C00283_I	ND	Sulfur metabolism	0.0
TCM5008_X	t	TCM5008_X	TCM5008	NA	h2s_X[m] <==> h2s_X[c]	M00283_X <==> C00283_X	ND	Sulfur metabolism	-0.01
TCM5009_I	t	TCM5009_I	TCM5009	NA	fa16p1n7crn_I[c] --> fa16p1n7crn_I[m]	CC0109_I --> MC0109_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.00844789687145
TCM5009_X	t	TCM5009_X	TCM5009	NA	fa16p1n7crn_X[c] --> fa16p1n7crn_X[m]	CC0109_X --> MC0109_X	dif-1_X | slc-25A29_X	Carnitine shuttle	0.0
TCM5010_I	t	TCM5010_I	TCM5010	NA	fa11c3crn_I[c] --> fa11c3crn_I[m]	CC0110_I --> MC0110_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.0
TCM5010_X	t	TCM5010_X	TCM5010	NA	fa11c3crn_X[c] --> fa11c3crn_X[m]	CC0110_X --> MC0110_X	dif-1_X | slc-25A29_X	Carnitine shuttle	0.0
TCM5011_I	t	TCM5011_I	TCM5011	NA	fa17c9crn_I[c] --> fa17c9crn_I[m]	CC0111_I --> MC0111_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.0615542337767
TCM5011_X	t	TCM5011_X	TCM5011	NA	fa17c9crn_X[c] --> fa17c9crn_X[m]	CC0111_X --> MC0111_X	dif-1_X | slc-25A29_X	Carnitine shuttle	-0.0
TCM5012_I	t	TCM5012_I	TCM5012	NA	fa19c11crn_I[c] --> fa19c11crn_I[m]	CC0112_I --> MC0112_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.0135905920236
TCM5012_X	t	TCM5012_X	TCM5012	NA	fa19c11crn_X[c] --> fa19c11crn_X[m]	CC0112_X --> MC0112_X	dif-1_X | slc-25A29_X	Carnitine shuttle	0.0
TCM5013_I	t	TCM5013_I	TCM5013	NA	fa15p0isocrn_I[c] --> fa15p0isocrn_I[m]	CC0113_I --> MC0113_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.0
TCM5013_X	t	TCM5013_X	TCM5013	NA	fa15p0isocrn_X[c] --> fa15p0isocrn_X[m]	CC0113_X --> MC0113_X	dif-1_X | slc-25A29_X	Carnitine shuttle	0.0
TCM5014_I	t	TCM5014_I	TCM5014	NA	fa17p0isocrn_I[c] --> fa17p0isocrn_I[m]	CC0114_I --> MC0114_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.0
TCM5014_X	t	TCM5014_X	TCM5014	NA	fa17p0isocrn_X[c] --> fa17p0isocrn_X[m]	CC0114_X --> MC0114_X	dif-1_X | slc-25A29_X	Carnitine shuttle	0.0
TCM5015_I	t	TCM5015_I	TCM5015	NA	fa9p0isocrn_I[c] --> fa9p0isocrn_I[m]	CC0115_I --> MC0115_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.0
TCM5015_X	t	TCM5015_X	TCM5015	NA	fa9p0isocrn_X[c] --> fa9p0isocrn_X[m]	CC0115_X --> MC0115_X	dif-1_X | slc-25A29_X	Carnitine shuttle	0.0
TCM5018_I	t	TCM5018_I	TCM5018	NA	thmpp_I[c] --> thmpp_I[m]	C00068_I --> M00068_I	ND	Transport	-0.0
TCM5018_X	t	TCM5018_X	TCM5018	NA	thmpp_X[c] --> thmpp_X[m]	C00068_X --> M00068_X	ND	Transport	-0.0
TCM5027_I	t	TCM5027_I	TCM5027	NA	cys-L_I[c] --> cys-L_I[m]	C00097_I --> M00097_I	ND	Transport	-0.0
TCM5027_X	t	TCM5027_X	TCM5027	NA	cys-L_X[c] --> cys-L_X[m]	C00097_X --> M00097_X	ND	Transport	0.00428550945613
TCM5029_I	t	TCM5029_I	TCM5029	NA	pcrn_I[c] --> pcrn_I[m]	CC0140_I --> MC0140_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.0
TCM5029_X	t	TCM5029_X	TCM5029	NA	pcrn_X[c] --> pcrn_X[m]	CC0140_X --> MC0140_X	dif-1_X | slc-25A29_X	Carnitine shuttle	0.0477077113816
TCM5030_I	t	TCM5030_I	TCM5030	NA	ala-L_I[c] --> ala-L_I[m]	C00041_I --> M00041_I	ND	Transport	-0.0
TCM5030_X	t	TCM5030_X	TCM5030	NA	ala-L_X[c] --> ala-L_X[m]	C00041_X --> M00041_X	ND	Transport	0.110339315525
TCM5032_I	t	TCM5032_I	TCM5032	NA	nonadp_I[c] <==> nonadp_I[m]	C04145_I <==> M04145_I	ND	Transport	0.0
TCM5032_X	t	TCM5032_X	TCM5032	NA	nonadp_X[c] <==> nonadp_X[m]	C04145_X <==> M04145_X	ND	Transport	0.01
TCM5034_I	t	TCM5034_I	TCM5034	NA	ppa_I[c] <==> ppa_I[m]	C00163_I <==> M00163_I	ND	Transport	0.0
TCM5034_X	t	TCM5034_X	TCM5034	NA	ppa_X[c] <==> ppa_X[m]	C00163_X <==> M00163_X	ND	Transport	0.0
TCM5037_I	t	TCM5037_I	TCM5037	NA	q8_I[c] <==> q8_I[m]	CC0013_I <==> MC0013_I	TBD	Transport	0.0
TCM5037_X	t	TCM5037_X	TCM5037	NA	q8_X[c] <==> q8_X[m]	CC0013_X <==> MC0013_X	TBD	Transport	0.0
TCM5047_I	t	TCM5047_I	TCM5047	NA	atp_I[c] + pi_I[m] --> pi_I[c] + atp_I[m]	C00002_I + M00009_I --> C00009_I + M00002_I	ND	Transport	-0.0
TCM5047_X	t	TCM5047_X	TCM5047	NA	atp_X[c] + pi_X[m] --> pi_X[c] + atp_X[m]	C00002_X + M00009_X --> C00009_X + M00002_X	ND	Transport	0.00277738242769
TCM5048_I	t	TCM5048_I	TCM5048	NA	occrn_I[c] --> occrn_I[m]	CC0088_I --> MC0088_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.0
TCM5048_X	t	TCM5048_X	TCM5048	NA	occrn_X[c] --> occrn_X[m]	CC0088_X --> MC0088_X	dif-1_X | slc-25A29_X	Carnitine shuttle	0.0
TCM5049_I	t	TCM5049_I	TCM5049	NA	arachdcrn_I[c] --> arachdcrn_I[m]	CC0106_I --> MC0106_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.0
TCM5049_X	t	TCM5049_X	TCM5049	NA	arachdcrn_X[c] --> arachdcrn_X[m]	CC0106_X --> MC0106_X	dif-1_X | slc-25A29_X	Carnitine shuttle	0.0
TCM5050_I	t	TCM5050_I	TCM5050	NA	dlnlcgcrn_I[c] --> dlnlcgcrn_I[m]	CC0103_I --> MC0103_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.0
TCM5050_X	t	TCM5050_X	TCM5050	NA	dlnlcgcrn_X[c] --> dlnlcgcrn_X[m]	CC0103_X --> MC0103_X	dif-1_X | slc-25A29_X	Carnitine shuttle	0.0
TCM5051_I	t	TCM5051_I	TCM5051	NA	eicostetcrn_I[c] --> eicostetcrn_I[m]	CC0105_I --> MC0105_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.0
TCM5051_X	t	TCM5051_X	TCM5051	NA	eicostetcrn_X[c] --> eicostetcrn_X[m]	CC0105_X --> MC0105_X	dif-1_X | slc-25A29_X	Carnitine shuttle	0.0
TCM5052_I	t	TCM5052_I	TCM5052	NA	fa8p1n3crn_I[c] --> fa8p1n3crn_I[m]	CC0093_I --> MC0093_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.0
TCM5052_X	t	TCM5052_X	TCM5052	NA	fa8p1n3crn_X[c] --> fa8p1n3crn_X[m]	CC0093_X --> MC0093_X	dif-1_X | slc-25A29_X	Carnitine shuttle	0.0
TCM5053_I	t	TCM5053_I	TCM5053	NA	lnlccrn_I[c] --> lnlccrn_I[m]	CC0102_I --> MC0102_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.0
TCM5053_X	t	TCM5053_X	TCM5053	NA	lnlccrn_X[c] --> lnlccrn_X[m]	CC0102_X --> MC0102_X	dif-1_X | slc-25A29_X	Carnitine shuttle	0.0
TCM5054_I	t	TCM5054_I	TCM5054	NA	odecrn_I[c] --> odecrn_I[m]	CC0101_I --> MC0101_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.0
TCM5054_X	t	TCM5054_X	TCM5054	NA	odecrn_X[c] --> odecrn_X[m]	CC0101_X --> MC0101_X	dif-1_X | slc-25A29_X	Carnitine shuttle	0.0
TCM5055_I	t	TCM5055_I	TCM5055	NA	stcrn_I[c] --> stcrn_I[m]	CC0108_I --> MC0108_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.0
TCM5055_X	t	TCM5055_X	TCM5055	NA	stcrn_X[c] --> stcrn_X[m]	CC0108_X --> MC0108_X	dif-1_X | slc-25A29_X	Carnitine shuttle	0.0
TCM5056_I	t	TCM5056_I	TCM5056	NA	tmndnccrn_I[c] --> tmndnccrn_I[m]	CC0104_I --> MC0104_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.0
TCM5056_X	t	TCM5056_X	TCM5056	NA	tmndnccrn_X[c] --> tmndnccrn_X[m]	CC0104_X --> MC0104_X	dif-1_X | slc-25A29_X	Carnitine shuttle	0.0
TCM5057_I	t	TCM5057_I	TCM5057	NA	vacccrn_I[c] --> vacccrn_I[m]	CC0100_I --> MC0100_I	dif-1_I | slc-25A29_I	Carnitine shuttle	0.0155467226871
TCM5057_X	t	TCM5057_X	TCM5057	NA	vacccrn_X[c] --> vacccrn_X[m]	CC0100_X --> MC0100_X	dif-1_X | slc-25A29_X	Carnitine shuttle	0.0
TCM5058_I	t	TCM5058_I	TCM5058	NA	2obut_I[m] --> 2obut_I[c]	M00109_I --> C00109_I	ND	Transport	-0.0
TCM5058_X	t	TCM5058_X	TCM5058	NA	2obut_X[m] --> 2obut_X[c]	M00109_X --> C00109_X	ND	Transport	-0.0
TCM5059_I	t	TCM5059_I	TCM5059	NA	2obut_I[c] --> 2obut_I[m]	C00109_I --> M00109_I	ND	Transport	0.0600718254754
TCM5059_X	t	TCM5059_X	TCM5059	NA	2obut_X[c] --> 2obut_X[m]	C00109_X --> M00109_X	ND	Transport	-0.0
TCM5060_I	t	TCM5060_I	TCM5060	NA	mthgxl_I[c] --> mthgxl_I[m]	C00546_I --> M00546_I	TBD	Transport	0.0
TCM5060_X	t	TCM5060_X	TCM5060	NA	mthgxl_X[c] --> mthgxl_X[m]	C00546_X --> M00546_X	TBD	Transport	0.0
TCM5061_I	t	TCM5061_I	TCM5061	NA	fe3_I[c] <==> fe3_I[m]	C14819_I <==> M14819_I	ND	Transport	0.0
TCM5061_X	t	TCM5061_X	TCM5061	NA	fe3_X[c] <==> fe3_X[m]	C14819_X <==> M14819_X	ND	Transport	7.18254753641e-05
TCM5062_I	t	TCM5062_I	TCM5062	NA	3aib-D_I[c] <==> 3aib-D_I[m]	C01205_I <==> M01205_I	ND	Transport	0.00999999999999
TCM5062_X	t	TCM5062_X	TCM5062	NA	3aib-D_X[c] <==> 3aib-D_X[m]	C01205_X <==> M01205_X	ND	Transport	0.0
TCM5064_I	t	TCM5064_I	TCM5064	NA	tmlys_I[c] <==> tmlys_I[m]	C03793_I <==> M03793_I	TBD	Transport	0.0
TCM5064_X	t	TCM5064_X	TCM5064	NA	tmlys_X[c] <==> tmlys_X[m]	C03793_X <==> M03793_X	TBD	Transport	0.0
TCM5065_I	t	TCM5065_I	TCM5065	NA	3htmelys_I[c] <==> 3htmelys_I[m]	C01259_I <==> M01259_I	TBD	Transport	0.0
TCM5065_X	t	TCM5065_X	TCM5065	NA	3htmelys_X[c] <==> 3htmelys_X[m]	C01259_X <==> M01259_X	TBD	Transport	0.0
TCM5067_I	t	TCM5067_I	TCM5067	NA	sl-L_I[c] <==> sl-L_I[m]	C11499_I <==> M11499_I	ND	Transport	0.0
TCM5067_X	t	TCM5067_X	TCM5067	NA	sl-L_X[c] <==> sl-L_X[m]	C11499_X <==> M11499_X	ND	Transport	0.0
TCM5095_I	t	TCM5095_I	TCM5095	NA	asp-L_I[m] + glu-L_I[c] <==> asp-L_I[c] + glu-L_I[m]	M00049_I + C00025_I <==> C00049_I + M00025_I	ND	Transport	-0.0716741305064
TCM5095_X	t	TCM5095_X	TCM5095	NA	asp-L_X[m] + glu-L_X[c] <==> asp-L_X[c] + glu-L_X[m]	M00049_X + C00025_X <==> C00049_X + M00025_X	ND	Transport	0.0
TCM5111_I	t	TCM5111_I	TCM5111	NA	ps_I[m] --> ps_I[c]	M02737_I --> C02737_I	NA		0.0
TCM5111_X	t	TCM5111_X	TCM5111	NA	ps_X[m] --> ps_X[c]	M02737_X --> C02737_X	NA		0.0
TCM5510_I	t	TCM5510_I	TCM5510	NA	2oxoadp_I[c] + akg_I[m] <==> 2oxoadp_I[m] + akg_I[c]	C00322_I + M00026_I <==> M00322_I + C00026_I	ND	Transport	0.0880356748845
TCM5510_X	t	TCM5510_X	TCM5510	NA	2oxoadp_X[c] + akg_X[m] <==> 2oxoadp_X[m] + akg_X[c]	C00322_X + M00026_X <==> M00322_X + C00026_X	ND	Transport	-0.0780356748845
UP00002_L	u	UP00002_L	NA	NA	(5.031488) sideMet[e] + atp_L[e] <-- 	(5.031488) EC9998 + E00002_L <--	NA	NA	0.0
UP00011_L	u	UP00011_L	NA	NA	(0.44009) sideMet[e] + co2_L[e] <-- 	(0.44009) EC9998 + E00011_L <--	NA	NA	0.0
UP00014_L	u	UP00014_L	NA	NA	(0.180386) sideMet[e] + nh4_L[e] <-- 	(0.180386) EC9998 + E00014_L <--	NA	NA	0.0
UP00016_L	u	UP00016_L	NA	NA	(7.835379) sideMet[e] + fad_L[e] <-- 	(7.835379) EC9998 + E00016_L <--	NA	NA	0.0
UP00018_L	u	UP00018_L	NA	NA	(2.451262) sideMet[e] + pydx5p_L[e] <-- 	(2.451262) EC9998 + E00018_L <--	NA	NA	0.0
UP00019_L	u	UP00019_L	NA	NA	(3.994487) sideMet[e] + amet_L[e] <-- 	(3.994487) EC9998 + E00019_L <--	NA	NA	0.0
UP00020_L	u	UP00020_L	NA	NA	(3.452068) sideMet[e] + amp_L[e] <-- 	(3.452068) EC9998 + E00020_L <--	NA	NA	0.0
UP00021_L	u	UP00021_L	NA	NA	(3.84414) sideMet[e] + ahcys_L[e] <-- 	(3.84414) EC9998 + E00021_L <--	NA	NA	0.0
UP00022_L	u	UP00022_L	NA	NA	(0.870537) sideMet[e] + pyr_L[e] <-- 	(0.870537) EC9998 + E00022_L <--	NA	NA	0.0
UP00025_L	u	UP00025_L	NA	NA	(1.461212) sideMet[e] + glu-L_L[e] <-- 	(1.461212) EC9998 + E00025_L <--	NA	NA	0.0
UP00026_L	u	UP00026_L	NA	NA	(1.440816) sideMet[e] + akg_L[e] <-- 	(1.440816) EC9998 + E00026_L <--	NA	NA	0.0
